City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
prince rupert,54.316667,-130.32,50.0,87.0,90.0,10.29,CA,1601205209.0
kiruna,67.86,20.23,37.4,74.0,27.0,2.24,SE,1601205209.0
capreol,46.71,-80.916667,64.0,88.0,75.0,16.11,CA,1601205209.0
waipawa,-41.412222,175.515278,55.4,62.0,0.0,21.92,NZ,1601205209.0
wufeng,27.45,104.833333,54.09,100.0,100.0,3.18,CN,1601205210.0
gornopravdinsk,60.05,69.9,60.66,75.0,7.0,7.2,RU,1601205210.0
uppsala,60.0,17.75,57.2,100.0,90.0,10.29,SE,1601205210.0
siniscola,40.566666999999995,9.69,62.6,77.0,40.0,14.99,IT,1601205210.0
banjar,-8.19,114.97,82.4,78.0,20.0,10.29,ID,1601205210.0
pemba,-12.97,40.52,82.4,65.0,20.0,18.34,MZ,1601205211.0
kahului,20.894722199999997,-156.47,78.8,61.0,1.0,9.17,US,1601205211.0
cotonou,6.37,2.42,82.4,78.0,40.0,10.29,BJ,1601205209.0
lagodekhi,41.83,46.275555600000004,78.8,44.0,20.0,6.93,GE,1601205212.0
zyryanovsk,49.738611,84.27194399999999,51.98,46.0,100.0,2.51,KZ,1601205212.0
labuan,5.28,115.24,84.2,79.0,40.0,5.82,MY,1601205212.0
huaicheng,23.905134,112.19314399999999,72.66,81.0,100.0,2.8,CN,1601205212.0
contamana,-7.3333333,-75.0166667,71.74,84.0,72.0,1.99,PE,1601205212.0
santa cruz,-17.8,-63.17,75.2,83.0,20.0,18.34,BO,1601205213.0
belgrade,44.8,20.47,60.8,67.0,40.0,5.82,RS,1601205213.0
pemangkat,1.166667,108.96666699999999,79.47,82.0,100.0,10.42,ID,1601205214.0
catuday,16.2923,119.8062,82.26,78.0,100.0,2.84,PH,1601205214.0
el tigre,8.89,-64.25,74.14,93.0,41.0,6.2,VE,1601205214.0
port shepstone,-30.741369,30.454991999999997,61.03,54.0,100.0,10.09,ZA,1601205214.0
grand gaube,-20.0063889,57.6608333,77.0,66.0,29.0,10.0,MU,1601205208.0
sisimiut,66.94,-53.67,32.68,92.0,98.0,8.41,GL,1601205179.0
nguru,12.8791,10.4526,95.14,31.0,19.0,5.93,NG,1601205216.0
le port,-20.94,55.29,78.8,57.0,1.0,13.87,RE,1601205216.0
jaca,42.568976,-0.549868,59.0,30.0,4.0,4.0,ES,1601205216.0
sehithwa,-20.466666699999998,22.716666699999998,102.79,7.0,0.0,0.6,BW,1601205217.0
asau,46.43,26.4,64.99,56.0,0.0,12.82,RO,1601205217.0
lakes entrance,-37.878941,147.98,46.0,74.0,0.0,10.69,AU,1601205183.0
noyabrsk,63.2,75.45,56.64,77.0,73.0,13.51,RU,1601205217.0
monster,52.026383,4.173593,64.0,77.0,100.0,4.0,NL,1601205180.0
awash,8.983333,40.166667,89.69,32.0,56.0,9.46,ET,1601205218.0
lhokseumawe,5.1801,97.1507,82.24,75.0,71.0,4.25,ID,1601205099.0
alice springs,-23.697479,133.883621,77.0,13.0,0.0,13.87,AU,1601205002.0
ozinki,51.1786,49.6769,64.85,28.0,0.0,12.44,RU,1601205218.0
port moresby,-9.44,147.18,76.51,91.0,94.0,12.57,PG,1601205060.0
byron bay,-28.65,153.62,60.8,59.0,0.0,8.05,AU,1601205212.0
deoranian,28.633333,79.483333,90.23,50.0,0.0,6.46,IN,1601205219.0
san vicente,-26.62,-54.13,78.75,40.0,44.0,6.82,AR,1601205219.0
bacungan,9.91,118.7,82.4,88.0,75.0,4.7,PH,1601205219.0
asyut,27.1827778,31.1827778,91.4,33.0,0.0,11.41,EG,1601205220.0
margherita,27.283333000000002,95.68333299999999,82.4,88.0,75.0,6.93,IN,1601205220.0
antalaha,-14.9,50.283333299999995,78.06,64.0,35.0,7.65,MG,1601205220.0
manggar,-2.8833330000000004,108.266667,80.02,68.0,91.0,2.53,ID,1601205220.0
yanji,42.91,129.51,56.82,78.0,1.0,1.57,CN,1601205204.0
manyana,-23.4,21.716666699999998,82.9,13.0,0.0,7.11,BW,1601205221.0
morondava,-20.283333300000002,44.283333299999995,81.45,54.0,1.0,14.54,MG,1601205221.0
rincon,32.3,-81.24,71.6,94.0,90.0,3.36,US,1601205221.0
les ponts-de-ce,47.424076,-0.524165,55.0,62.0,90.0,13.87,FR,1601205221.0
cape coast,5.11,-1.25,77.83,82.0,99.0,6.4,GH,1601205222.0
biak,-0.91,122.88,78.35,79.0,94.0,5.19,ID,1601205222.0
tiznit,29.58,-9.5,76.05,44.0,0.0,6.24,MA,1601205222.0
telafas,6.635278,124.97,77.38,80.0,24.0,5.26,PH,1601205222.0
nhulunbuy,-12.23,136.77,78.8,83.0,40.0,6.93,AU,1601205222.0
waiouru,-39.483333,175.666667,41.88,85.0,33.0,11.12,NZ,1601205222.0
saint-augustin,51.233333,-58.65,50.9,95.0,100.0,9.69,CA,1601205223.0
talnakh,69.4865,88.3972,37.4,93.0,75.0,4.47,RU,1601205223.0
arlit,18.74,7.39,98.44,18.0,68.0,9.17,NE,1601205223.0
beloha,-25.1666667,45.05,91.56,27.0,0.0,7.7,MG,1601205224.0
keene,42.9336111,-72.27861109999999,66.0,93.0,90.0,4.88,US,1601205224.0
northam,51.03,-4.22,60.01,76.0,10.0,1.99,GB,1601205224.0
manadhoo,5.7666667,73.3833333,82.76,75.0,54.0,10.4,MV,1601205224.0
bayevo,53.283333,80.766667,50.76,58.0,78.0,5.53,RU,1601205224.0
moron,-34.65,-58.62,60.01,100.0,90.0,8.05,AR,1601205225.0
venkatagiri,13.966667000000001,79.583333,87.8,66.0,75.0,9.22,IN,1601205122.0
cabo san lucas,22.89,-109.91,78.01,90.0,0.0,1.99,MX,1601205225.0
norman wells,65.283333,-126.83,35.6,85.0,90.0,3.36,CA,1601205226.0
inirida,3.865278,-67.923889,73.44,97.0,100.0,0.6,CO,1601205226.0
passo fundo,-28.26,-52.41,69.57,67.0,51.0,12.77,BR,1601205226.0
ayagoz,47.971389,80.439167,47.59,52.0,78.0,17.98,KZ,1601205227.0
khipro,25.828471,69.37719399999999,100.8,21.0,8.0,7.54,PK,1601205227.0
treinta y tres,-33.2333333,-54.3833333,62.24,95.0,100.0,3.94,UY,1601205227.0
khatanga,71.966667,102.5,38.41,79.0,98.0,26.6,RU,1601205188.0
saint-pierre,-21.34,55.48,77.0,57.0,90.0,4.7,RE,1601205227.0
sechura,-5.56,-80.8202778,60.58,87.0,68.0,10.54,PE,1601205228.0
ukiah,39.1502778,-123.20666670000001,62.01,72.0,1.0,2.68,US,1601205228.0
marawi,8.0,124.29,82.0,83.0,100.0,3.0,PH,1601205228.0
hobyo,5.3513889,48.525555600000004,82.51,65.0,42.0,18.57,SO,1601205228.0
vestmanna,62.16,-7.1666667,46.4,87.0,100.0,16.11,FO,1601205228.0
diffa,13.315555599999998,12.6088889,98.4,23.0,80.0,6.71,NE,1601205207.0
pevek,69.70083299999999,170.313333,34.75,88.0,1.0,18.92,RU,1601205033.0
taupo,-38.683333000000005,176.083333,50.0,91.0,70.0,8.99,NZ,1601205229.0
wenchi,7.74,-2.1,78.44,78.0,92.0,6.91,GH,1601205209.0
paita,-5.09,-81.11,59.68,90.0,15.0,11.52,PE,1601205230.0
kobryn,52.21,24.36,60.8,93.0,90.0,15.66,BY,1601205230.0
lewiston,44.1,-70.21,60.01,100.0,90.0,5.82,US,1601205230.0
ust-nera,64.56666700000001,143.2,44.56,57.0,83.0,6.49,RU,1601205230.0
tananger,58.933333,5.6,62.01,77.0,75.0,0.07,NO,1601205230.0
petropavlovsk-kamchatskiy,53.0452,158.6483,39.2,100.0,88.0,6.71,RU,1601205231.0
yar-sale,66.833333,70.833333,57.47,68.0,70.0,22.93,RU,1601205231.0
cerro gordo,20.583333,-101.133333,55.4,66.0,5.0,1.12,MX,1601205231.0
gelendzhik,44.57,38.07,80.08,57.0,58.0,12.15,RU,1601205231.0
menongue,-14.661639000000001,17.688223999999998,106.16,7.0,0.0,2.44,AO,1601205231.0
matadi,-5.816667,13.45,80.11,61.0,100.0,6.44,CD,1601205232.0
del rio,29.3625,-100.8963889,75.2,73.0,1.0,12.75,US,1601205232.0
kisangani,0.516667,25.2,77.68,89.0,99.0,2.77,CD,1601205232.0
dingle,11.0,122.67,79.39,84.0,89.0,3.09,PH,1601205232.0
mattru,7.62,-11.83,81.59,77.0,82.0,2.3,SL,1601205233.0
kargat,55.195556,80.281111,50.61,59.0,14.0,3.89,RU,1601205233.0
karratha,-20.73649,116.84638000000001,74.44,52.0,0.0,17.43,AU,1601205233.0
mircea voda,44.28,28.17,72.0,40.0,0.0,18.34,RO,1601205233.0
lavrentiya,65.583333,-171.0,33.39,93.0,70.0,10.56,RU,1601205189.0
labuhan,-6.88,112.21,83.82,69.0,98.0,3.27,ID,1601205234.0
belaya gora,68.533333,146.416667,46.58,52.0,100.0,8.88,RU,1601205067.0
hun,29.13,15.95,100.9,17.0,21.0,10.63,LY,1601205234.0
hambantota,6.116666700000001,81.1166667,87.8,79.0,75.0,14.99,LK,1601205234.0
surt,31.206111100000005,16.5947222,84.99,54.0,69.0,13.11,LY,1601205234.0
ranau,5.9538,116.6641,78.8,88.0,40.0,11.41,MY,1601205235.0
necochea,-38.547259000000004,-58.736753,51.01,99.0,100.0,11.01,AR,1601205235.0
ulladulla,-35.35,150.472473,48.2,81.0,90.0,3.4,AU,1601205170.0
eureka,40.8022222,-124.1625,55.0,96.0,0.0,5.77,US,1601205218.0
svetlaya,46.538889000000005,138.329722,53.91,79.0,85.0,8.01,RU,1601205193.0
dabhol,17.6,73.166667,81.95,76.0,32.0,6.8,IN,1601205236.0
mount gambier,-37.831799,140.77,42.8,81.0,11.0,6.93,AU,1601205236.0
shelburne,44.08,-80.2,68.0,72.0,1.0,11.41,CA,1601205236.0
la ligua,-32.45,-71.233333,48.06,74.0,0.0,0.43,CL,1601205236.0
rio gallegos,-51.622613,-69.218127,39.2,69.0,40.0,17.22,AR,1601205237.0
sept-iles,50.2,-66.383333,46.4,100.0,90.0,3.36,CA,1601205237.0
ambon,-3.6954260000000003,128.181405,77.0,94.0,75.0,3.36,ID,1601205087.0
orem,40.296944399999994,-111.69388889999999,57.2,54.0,1.0,19.46,US,1601205237.0
tual,-5.6666669999999995,132.75,81.79,82.0,80.0,18.39,ID,1601205224.0
vao,-22.6666667,167.4833333,72.32,88.0,62.0,10.71,NC,1601205238.0
east london,-33.02,27.910049,62.6,48.0,0.0,17.22,ZA,1601205239.0
chaiya,9.386244999999999,99.198612,77.0,100.0,40.0,8.05,TH,1601205239.0
takoradi,4.883333299999999,-1.76,80.4,76.0,99.0,7.61,GH,1601205239.0
katobu,-4.94,122.53,76.28,83.0,41.0,5.39,ID,1601205240.0
ilulissat,69.2166667,-51.1,32.0,96.0,98.0,6.93,GL,1601205240.0
kalabo,-14.9666667,22.6833333,102.92,8.0,9.0,4.32,ZM,1601205240.0
port hedland,-20.32,118.57,77.0,53.0,0.0,11.41,AU,1601205222.0
tuscaloosa,33.2097222,-87.5691667,66.99,100.0,20.0,0.96,US,1601205240.0
tilichiki,60.466667,166.1,34.36,90.0,48.0,2.8,RU,1601205189.0
taoudenni,22.68,-3.9833333,107.47,7.0,0.0,6.51,ML,1601205241.0
eyl,7.98,49.8166667,88.65,49.0,31.0,22.15,SO,1601205241.0
evensk,61.95,159.23333300000002,41.13,93.0,12.0,6.58,RU,1601205189.0
along,28.166666999999997,94.766667,72.18,90.0,100.0,1.83,IN,1601205195.0
broome,42.25,-75.83,64.99,100.0,90.0,3.36,US,1601205242.0
sakakah,29.969742,40.206414,95.0,16.0,0.0,4.7,SA,1601205242.0
tabou,4.42295,-7.3528,80.19,80.0,35.0,9.69,CI,1601205242.0
yichang,30.71,111.28,72.72,68.0,85.0,2.24,CN,1601205243.0
aklavik,68.216667,-135.01,32.0,91.0,90.0,5.82,CA,1601205243.0
abaete,-19.16,-45.45,76.64,38.0,0.0,5.77,BR,1601205243.0
senanga,-16.1166667,23.2666667,107.89,7.0,3.0,3.09,ZM,1601205243.0
fukue,32.688056,128.84194399999998,69.8,64.0,20.0,21.92,JP,1601205244.0
naze,28.366667,129.48333300000002,77.0,83.0,75.0,4.7,JP,1601205060.0
sulangan,11.14,123.72,85.48,72.0,95.0,8.57,PH,1601205244.0
deputatskiy,69.3,139.9,38.12,96.0,100.0,4.45,RU,1601205205.0
hammerfest,70.66166700000001,23.68,42.8,60.0,5.0,12.75,NO,1601205176.0
mount isa,-20.725229000000002,139.497269,78.8,15.0,74.0,11.41,AU,1601205245.0
benicarlo,40.416501000000004,0.427087,61.0,42.0,0.0,25.01,ES,1601205245.0
kupang,-10.166667,123.58333300000001,82.4,65.0,20.0,18.34,ID,1601204991.0
otane,-39.883333,176.633333,51.01,78.0,0.0,11.01,NZ,1601205246.0
porto de moz,-1.75,-52.24,78.49,77.0,9.0,2.93,BR,1601205246.0
birjand,32.866277000000004,59.221139,86.0,7.0,20.0,9.17,IR,1601205196.0
kachiry,53.0675,76.103611,53.73,47.0,38.0,7.87,KZ,1601205246.0
ardabil,38.2498,48.2933,66.2,68.0,20.0,21.92,IR,1601205196.0
rio grande,-32.03,-52.1,64.99,94.0,100.0,1.99,BR,1601205247.0
imbituba,-28.24,-48.666667,68.0,94.0,75.0,8.05,BR,1601205247.0
luderitz,-26.648055600000003,15.159444400000002,63.82,41.0,0.0,25.81,NA,1601205247.0
tomatlan,19.93,-105.25,74.16,93.0,11.0,1.92,MX,1601205247.0
lianzhou,24.78,112.38,67.01,86.0,100.0,2.51,CN,1601205248.0
parana,-31.73,-60.52,59.0,83.0,60.0,5.99,AR,1601205248.0
sawtell,-30.38,153.10141000000002,57.99,62.0,40.0,8.05,AU,1601205248.0
kabare,-2.4683330000000003,28.824167,78.93,53.0,51.0,1.63,CD,1601205248.0
rocha,-34.4833333,-54.3333333,61.39,95.0,100.0,6.76,UY,1601205249.0
mao,39.89,4.27,64.4,45.0,40.0,39.15,ES,1601205249.0
markova,48.68,24.41,51.8,93.0,75.0,2.24,UA,1601205249.0
celestun,20.866667,-90.4,78.51,88.0,57.0,11.63,MX,1601205249.0
dadri,28.566667,77.55,96.8,44.0,0.0,4.7,IN,1601205249.0
ca mau,9.176944,105.15,76.73,90.0,100.0,8.9,VN,1601205157.0
luba,3.46,8.55,78.8,100.0,75.0,8.05,GQ,1601205250.0
uaua,-9.84,-39.48,74.21,62.0,65.0,14.94,BR,1601205250.0
smila,49.22242,31.887138,72.14,66.0,94.0,18.75,UA,1601205250.0
luganville,-15.5333333,167.16666669999998,78.4,80.0,2.0,10.51,VU,1601205250.0
harper,4.375,-7.7169444,80.76,78.0,25.0,9.78,LR,1601205251.0
valparaiso,-33.04,-71.63,50.0,68.0,0.0,9.35,CL,1601205251.0
borovoy,55.43,86.08,48.2,70.0,75.0,6.71,RU,1601205251.0
isla vista,34.4133333,-119.86,64.99,93.0,4.0,2.59,US,1601205251.0
taos,36.4072222,-105.5725,46.99,31.0,1.0,1.88,US,1601205252.0
erenhot,43.6475,111.97666699999999,67.17,53.0,3.0,6.17,CN,1601205252.0
ginda,30.69,78.49,72.41,43.0,0.0,4.7,IN,1601205252.0
shenkursk,62.109101,42.895947,63.79,58.0,37.0,6.33,RU,1601205252.0
tara,56.89,74.37,49.21,81.0,86.0,5.23,RU,1601205191.0
stromness,58.97,-3.3,50.0,66.0,90.0,1.12,GB,1601205253.0
ferme-neuve,46.7,-75.45,59.83,94.0,100.0,8.16,CA,1601205253.0
rossano,39.58,16.633333,73.0,53.0,16.0,8.01,IT,1601205253.0
yeniseysk,58.449721999999994,92.170278,46.51,69.0,100.0,5.57,RU,1601205191.0
alta floresta,-9.88,-56.09,74.95,81.0,6.0,1.92,BR,1601205254.0
vestmannaeyjar,63.44,-20.27,50.0,93.0,90.0,9.17,IS,1601205254.0
sarab,38.61,44.99,82.81,23.0,2.0,7.58,IR,1601205254.0
anadyr,64.75,177.48333300000002,23.0,79.0,0.0,2.24,RU,1601205254.0
dongying,37.456389,118.485556,73.44,51.0,1.0,7.72,CN,1601205255.0
ambilobe,-13.2,49.05,91.0,36.0,59.0,7.27,MG,1601205255.0
fairbanks,64.8377778,-147.7163889,39.2,86.0,1.0,10.29,US,1601205255.0
pizarro,4.95,-77.37,73.96,91.0,66.0,4.14,CO,1601205255.0
narsaq,60.92,-46.05,33.8,50.0,0.0,3.36,GL,1601205256.0
puerto escondido,15.85,-97.07,78.31,77.0,99.0,4.47,MX,1601205256.0
hlotse,-28.87,28.05,66.72,18.0,0.0,16.24,LS,1601205256.0
koutiala,12.39,-5.46,86.79,56.0,0.0,7.7,ML,1601205207.0
houma,29.6,-90.72,69.8,94.0,1.0,1.45,US,1601205257.0
emerald,-23.53,148.17,69.8,21.0,0.0,8.05,AU,1601205257.0
beringovskiy,63.05,179.316667,35.51,80.0,23.0,11.36,RU,1601205257.0
whyalla,-33.032681,137.58,57.2,71.0,74.0,3.36,AU,1601205240.0
los llanos de aridane,28.658507,-17.918211,77.0,61.0,75.0,16.11,ES,1601205257.0
istisu,40.95,48.07,77.0,47.0,40.0,2.24,AZ,1601205258.0
hirado,33.359722,129.553056,71.01,60.0,20.0,17.22,JP,1601204963.0
lazurne,46.084001,32.529554,77.0,53.0,21.0,15.66,UA,1601205258.0
fayaoue,-20.65,166.5333333,75.27,88.0,68.0,8.63,NC,1601205258.0
gimbi,9.166667,35.833333,69.98,91.0,35.0,1.34,ET,1601205259.0
chiang kham,19.523305999999998,100.3,87.8,66.0,20.0,2.24,TH,1601205259.0
lagos,6.58,3.75,82.4,78.0,75.0,4.63,NG,1601204985.0
plattsburgh,44.6994444,-73.4533333,66.99,93.0,20.0,11.21,US,1601205259.0
agadez,19.75,10.25,98.44,9.0,82.0,4.56,NE,1601205259.0
raahe,64.68333299999999,24.483333,53.6,93.0,90.0,8.05,FI,1601205260.0
lowestoft,52.483332999999995,1.75,54.0,97.0,100.0,20.0,GB,1601205260.0
tessalit,20.2013889,1.0088889,101.43,8.0,0.0,9.86,ML,1601205260.0
trinidad,-14.83,-64.9,75.2,83.0,6.0,5.82,BO,1601205260.0
acarau,-2.89,-40.116667,82.29,64.0,64.0,17.43,BR,1601205260.0
leh,34.166667,77.583333,52.23,36.0,95.0,9.46,IN,1601205191.0
ikwiriri,-7.96,38.97,93.45,34.0,25.0,10.83,TZ,1601205262.0
kuala lipis,4.1842,102.0468,76.84,91.0,100.0,2.17,MY,1601205262.0
sun valley,39.596388899999994,-119.775,53.01,61.0,1.0,3.65,US,1601205262.0
portland,45.52,-122.68,55.99,87.0,90.0,1.03,US,1601205262.0
conceicao do araguaia,-8.26,-49.26,83.3,59.0,25.0,1.39,BR,1601205263.0
yangambi,0.81,24.43,75.4,94.0,97.0,4.41,CD,1601205263.0
kruisfontein,-34.003333000000005,24.731417,62.01,49.0,1.0,8.01,ZA,1601205263.0
hastings,50.86,0.57,54.0,87.0,75.0,27.51,GB,1601205263.0
alto longa,-5.25,-42.21,82.4,55.0,15.0,8.34,BR,1601205264.0
ornskoldsvik,63.29,18.716667,44.6,100.0,100.0,9.17,SE,1601205264.0
dudinka,69.405833,86.177778,37.4,93.0,75.0,4.47,RU,1601205264.0
chota,-6.55,-78.65,50.74,85.0,54.0,2.89,PE,1601205264.0
sikonge,-5.633333299999999,32.7666667,86.0,40.0,75.0,11.41,TZ,1601205265.0
padang,-0.95,100.35,79.38,69.0,100.0,4.65,ID,1601205265.0
duluth,46.78,-92.11,54.0,93.0,1.0,11.41,US,1601205265.0
faanui,-16.4833333,-151.75,78.71,77.0,39.0,15.61,PF,1601205222.0
sorland,67.666667,12.69,46.4,66.0,20.0,8.05,NO,1601205266.0
praia,14.916666699999999,-23.51,84.2,79.0,40.0,4.7,CV,1601205266.0
trelew,-43.250075,-65.313295,50.94,49.0,0.0,8.81,AR,1601205221.0
sherbakul,54.631585,72.39635200000001,55.4,43.0,40.0,2.24,RU,1601205191.0
constitucion,-35.33,-72.42,47.12,80.0,0.0,6.69,CL,1601205220.0
opuwo,-18.06,13.84,90.88,10.0,0.0,6.44,NA,1601205267.0
suzhou,31.31,120.62,75.0,89.0,73.0,6.15,CN,1601205187.0
walvis bay,-22.9575,14.505277800000002,64.4,39.0,0.0,5.82,NA,1601205267.0
troy,42.61,-83.15,64.4,88.0,40.0,13.87,US,1601205267.0
marshfield,44.67,-90.17,55.0,93.0,75.0,5.82,US,1601205268.0
taman,45.21,36.72,86.0,45.0,40.0,11.18,RU,1601205268.0
vondrozo,-22.8166667,47.283333299999995,79.74,51.0,3.0,6.71,MG,1601205268.0
kachug,53.960556000000004,105.881667,42.55,77.0,94.0,5.5,RU,1601205268.0
maltahohe,-24.8333333,16.9833333,74.05,15.0,0.0,9.57,NA,1601205268.0
clearwater,27.965555600000005,-82.80027779999999,80.01,88.0,1.0,6.73,US,1601205269.0
magadan,59.566667,150.8,42.89,88.0,51.0,9.48,RU,1601205105.0
nizhniy kuranakh,58.835278,125.486944,47.68,57.0,33.0,10.85,RU,1601205269.0
birao,10.2833333,22.79,88.0,58.0,51.0,4.03,CF,1601205269.0
kangalassy,62.346389,129.96277800000001,53.6,87.0,40.0,4.47,RU,1601205270.0
waitati,-45.75,170.566667,44.01,56.0,14.0,14.0,NZ,1601205270.0
shingu,33.73,135.98,71.6,60.0,20.0,11.41,JP,1601205037.0
pimentel,-6.84,-79.93,58.66,94.0,31.0,7.78,PE,1601205270.0
okahandja,-21.9833333,16.9166667,78.01,2.0,0.0,6.93,NA,1601205270.0
izhma,65.00833100000001,53.911278,57.07,78.0,77.0,7.02,RU,1601205271.0
santa rosa,14.31,121.11,86.0,74.0,40.0,5.82,PH,1601205271.0
bari,41.12,16.85,75.99,38.0,0.0,12.75,IT,1601205271.0
jizan,17.33,42.67,96.8,63.0,20.0,12.75,SA,1601205271.0
alad,12.616824000000001,122.24751299999998,83.26,73.0,76.0,1.9,PH,1601205272.0
san miguel,13.48,-88.18,72.72,93.0,83.0,2.75,SV,1601205272.0
tabuk,17.42,121.44,77.29,89.0,100.0,4.0,PH,1601205272.0
berlevag,70.86,29.09,44.2,61.0,20.0,13.85,NO,1601205272.0
caningay,9.8297,122.6442,78.67,84.0,27.0,1.19,PH,1601205273.0
olafsvik,64.89,-23.71,45.7,84.0,99.0,4.63,IS,1601205273.0
kloulklubed,7.039444400000001,134.26,80.6,83.0,75.0,3.36,PW,1601205273.0
nabire,-3.3666669999999996,135.48333300000002,76.93,87.0,92.0,4.23,ID,1601205224.0
borovskoy,53.8,64.15,60.67,47.0,1.0,4.9,KZ,1601205273.0
walla walla,46.0647222,-118.34194440000002,55.99,71.0,90.0,10.29,US,1601205274.0
kangshan,28.88,116.43,68.49,83.0,99.0,6.8,CN,1601205196.0
linhares,-19.39,-40.066666999999995,74.77,70.0,0.0,8.14,BR,1601205274.0
kalininsk,51.5,44.4758,66.42,27.0,0.0,16.71,RU,1601205274.0
veraval,20.9,70.366667,83.89,66.0,19.0,9.04,IN,1601205141.0
inuvik,68.35,-133.72,32.0,93.0,90.0,5.82,CA,1601205214.0
pervomayskoye,43.92,46.71,72.84,39.0,66.0,23.33,RU,1601205275.0
baoqing,46.331666999999996,132.21111100000002,53.65,83.0,17.0,5.7,CN,1601205275.0
hellvik,59.92,5.78,60.01,82.0,92.0,1.72,NO,1601205275.0
khandyga,62.666667000000004,135.6,52.95,53.0,95.0,8.61,RU,1601205189.0
khani,41.96,42.96,91.4,31.0,6.0,12.75,GE,1601205276.0
mogadishu,2.04,45.34,81.28,69.0,49.0,13.2,SO,1601205171.0
maxixe,-23.859722199999997,35.3472222,84.2,70.0,40.0,11.41,MZ,1601205276.0
zhanakorgan,43.91,67.248056,66.0,25.0,0.0,26.42,KZ,1601205276.0
turbat,26.002284,63.043994,105.84,8.0,0.0,15.03,PK,1601205277.0
laguna,38.42,-121.42,75.2,36.0,1.0,13.87,US,1601205277.0
dourados,-22.216667,-54.81,83.07,46.0,1.0,11.54,BR,1601205277.0
luan,46.36,6.98,51.8,39.0,100.0,4.7,CH,1601205277.0
gushikawa,26.354444,127.86861100000002,77.0,78.0,75.0,4.12,JP,1601205277.0
clyde river,70.47,-68.59,26.6,92.0,75.0,10.29,CA,1601205211.0
vorotynsk,54.428279,36.046459999999996,66.2,34.0,20.0,15.66,RU,1601205278.0
kharan,28.583333000000003,65.416667,92.16,9.0,0.0,4.25,PK,1601205278.0
iguai,-14.76,-40.09,70.9,70.0,78.0,3.91,BR,1601205278.0
lexington,37.99,-84.48,61.0,100.0,90.0,6.93,US,1601205279.0
kota bahru,6.133275,102.238603,84.2,79.0,20.0,1.92,MY,1601205203.0
tomohon,1.3346,124.8392,82.4,78.0,20.0,1.12,ID,1601205279.0
partizanskoye,55.4972,94.3922,43.05,84.0,100.0,6.13,RU,1601205279.0
sorong,-0.883333,131.25,80.01,82.0,100.0,6.8,ID,1601205279.0
tocopilla,-22.09198,-70.19792,59.09,64.0,52.0,5.06,CL,1601205280.0
sesheke,-17.48,24.3,96.8,8.0,0.0,5.82,ZM,1601205280.0
saint austell,50.338333,-4.765833,55.99,66.0,20.0,18.34,GB,1601205280.0
sibolga,1.7427,98.7792,79.0,73.0,93.0,1.16,ID,1601205280.0
progreso,21.28,-89.67,75.99,95.0,80.0,9.15,MX,1601205280.0
roma,43.21,-75.46,66.2,82.0,75.0,5.82,US,1601205139.0
zonguldak,41.25,31.83,80.71,41.0,0.0,9.82,TR,1601205281.0
sanandaj,35.3144,46.9923,87.8,12.0,40.0,5.35,IR,1601205196.0
gainesville,29.65,-82.32,75.0,100.0,90.0,3.18,US,1601205281.0
haines junction,60.75,-137.51,39.51,81.0,50.0,3.29,CA,1601205213.0
caravelas,-17.71,-39.25,76.86,68.0,18.0,5.79,BR,1601205282.0
yermekeyevo,54.07614399999999,53.671253,63.9,44.0,37.0,3.29,RU,1601205282.0
chadiza,-14.066666699999999,32.44,103.28,8.0,21.0,5.17,ZM,1601205282.0
kurtamysh,54.910278000000005,64.431944,61.66,55.0,0.0,6.44,RU,1601205282.0
juegang,32.317370000000004,121.185525,68.94,73.0,70.0,7.61,CN,1601205283.0
dawlatabad,36.41,64.91,81.1,14.0,2.0,9.19,AF,1601205283.0
donduseni,48.24,27.61,67.64,54.0,17.0,13.71,MD,1601205283.0
mahibadhoo,3.7833333,72.9666667,83.37,70.0,23.0,6.78,MV,1601205283.0
uusikaupunki,60.8,21.41,71.6,49.0,0.0,12.75,FI,1601205283.0
berdigestyakh,62.098889,126.69916699999999,50.97,72.0,100.0,7.23,RU,1601205189.0
jibuti,11.5,42.5,95.0,59.0,1.0,10.29,DJ,1601205284.0
bismarck,46.8083333,-100.7833333,53.6,54.0,1.0,18.34,US,1601205284.0
novaya ladoga,60.102456999999994,32.30191,66.99,24.0,0.0,9.82,RU,1601205284.0
port-gentil,-0.7166667,8.7833333,86.0,62.0,40.0,16.11,GA,1601205208.0
razole,16.483333,81.833333,86.86,70.0,8.0,7.02,IN,1601205285.0
tutoia,-2.76,-42.266667,80.04,70.0,67.0,11.3,BR,1601205285.0
quatre cocos,-20.207777800000002,57.7625,77.0,73.0,75.0,14.99,MU,1601205285.0
morristown,36.21,-83.29,64.0,100.0,90.0,0.96,US,1601205285.0
nagato,34.383333,131.2,69.8,64.0,20.0,12.75,JP,1601205285.0
eldorado,-23.79,-54.28,79.16,43.0,12.0,7.65,BR,1601205286.0
clarence town,-32.58,151.78,59.0,58.0,75.0,10.29,AU,1601205286.0
kindu,-2.95,25.95,84.97,62.0,91.0,2.44,CD,1601205286.0
kaitong,44.813513,123.149999,65.98,70.0,29.0,8.41,CN,1601205286.0
oksbol,55.626805000000004,8.28757,66.99,82.0,95.0,16.11,DK,1601205180.0
